-0.301	0.012	-0.104
-0.322	0.022	-0.104
-0.302	0.033	-0.104
-0.288	0.028	-0.106
-0.321	0.009	-0.107
-0.312	0.027	-0.105
-0.33	0.019	-0.105
-0.299	0.023	-0.104
-0.373	0.062	-0.103
-0.287	0.02	-0.101
-0.32	0.021	-0.101
-0.316	0.023	-0.102
-0.31	0.017	-0.102
-0.293	0.037	-0.102
-0.484	0.175	-0.102
-0.31	0.029	-0.102
-0.303	0.019	-0.102
0.131	0.97	-0.101
-0.279	0.044	-0.101
-0.363	0.072	-0.101
-0.258	0.018	-0.101
-0.302	0.02	-0.101
-0.31	0.008	-0.102
-0.309	0.03	-0.102
-0.293	0.025	-0.102
-0.301	0.038	-0.102
-0.309	0.023	-0.102
-0.305	0.02	-0.098
-0.294	0.015	-0.098
-0.328	0.019	-0.099
-0.303	0.018	-0.1
-0.296	0.033	-0.1
-0.309	0.031	-0.101
-0.308	0.01	-0.102
-0.302	0.017	-0.102
-0.526	0.515	-0.1
-0.335	0.009	-0.104
-0.289	0.024	-0.103
-0.319	0.02	-0.104
-0.304	0.021	-0.103
-0.269	0.019	-0.104
-0.33	0.036	-0.104
-0.289	0.028	-0.103
-0.521	0.157	-0.097
-0.321	0.028	-0.09
-0.29	0.03	-0.09
-0.298	0.021	-0.091
-0.234	0.075	-0.095
-0.373	0.07	-0.093
-0.29	0.086	-0.094
-0.306	0.022	-0.094
-0.308	0.051	-0.097
-0.325	0.015	-0.097
-0.299	0.02	-0.097
-0.311	0.018	-0.098
-0.299	0.012	-0.099
-0.311	0.016	-0.099
-0.311	0.017	-0.099
-0.311	0.016	-0.1
-0.312	0.012	-0.101
-0.297	0.03	-0.101
-0.298	0.032	-0.102
-0.311	0.015	-0.102
-0.299	0.009	-0.102
-0.311	0.012	-0.102
-0.547	0.498	-0.1
-0.297	0.028	-0.103
-0.302	0.026	-0.103
-0.285	0.034	-0.105
-0.354	0.071	-0.101
-0.324	0.031	-0.097
-0.337	0.045	-0.097
-0.308	0.046	-0.098
-0.304	0.01	-0.098
-0.314	0.017	-0.099
-0.307	0.013	-0.1
-0.311	0.015	-0.1
-0.303	0.017	-0.101
-0.306	0.017	-0.101
-0.322	0.01	-0.101
-0.313	0.034	-0.102
-0.299	0.023	-0.102
-0.305	0.019	-0.102
-0.318	0.039	-0.103
-0.315	0.015	-0.102
-0.311	0.053	-0.104
-0.479	0.2	-0.093
-0.324	0.047	-0.087
-0.253	0.073	-0.09
-0.286	0.034	-0.092
-0.296	0.035	-0.094
-0.385	0.079	-0.092
-0.308	0.029	-0.09
-0.29	0.034	-0.091
-0.224	0.059	-0.094
-0.003	0.172	-0.106
-0.272	0.043	-0.114
-0.308	0.014	-0.115
-0.347	0.039	-0.112
-0.563	0.23	-0.102
-0.331	0.034	-0.089
-0.303	0.02	-0.089
-0.312	0.024	-0.09
-0.303	0.008	-0.09
-0.304	0.023	-0.091
-0.527	0.504	-0.09
-0.318	0.014	-0.092
-0.321	0.022	-0.093
-0.308	0.021	-0.093
-0.317	0.025	-0.095
-0.302	0.027	-0.095
-0.314	0.03	-0.096
-0.308	0.025	-0.096
-0.312	0.018	-0.097
-0.307	0.021	-0.098
-0.308	0.014	-0.099
-0.318	0.014	-0.1
-0.316	0.022	-0.1
-0.321	0.016	-0.101
-0.315	0.02	-0.102
-0.306	0.016	-0.101
-0.299	0.013	-0.101
-0.539	0.501	-0.1
-0.31	0.025	-0.102
-0.327	0.028	-0.103
-0.315	0.019	-0.103
